City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
0,Mar Del Plata,AR,-38.0023,-57.5575,57.99,69,40,11.01,scattered clouds,2021-06-21 16:50:05
1,Gorom-Gorom,BF,14.4439,-0.2361,87.64,53,62,17.94,broken clouds,2021-06-21 16:50:25
2,Yellowknife,CA,62.456,-114.3525,61.32,44,20,2.3,few clouds,2021-06-21 16:50:26
3,Mount Gambier,AU,-37.8333,140.7667,40.91,93,98,9.22,overcast clouds,2021-06-21 16:50:26
4,Vaini,TO,-21.2,-175.2,66.36,94,20,2.3,mist,2021-06-21 16:50:26
5,Worthington,US,40.0931,-83.018,86.05,80,75,5.01,light rain,2021-06-21 16:49:30
6,Hilo,US,19.7297,-155.09,74.62,85,1,4.61,clear sky,2021-06-21 16:50:27
7,Kapaa,US,22.0752,-159.319,75.52,84,20,13.8,light rain,2021-06-21 16:50:27
8,Thompson,CA,55.7435,-97.8558,46.56,66,90,12.66,overcast clouds,2021-06-21 16:50:28
9,Sechelt,CA,49.4664,-123.7694,77.45,61,98,5.84,overcast clouds,2021-06-21 16:47:46
10,Garowe,SO,8.4054,48.4845,86.45,36,52,22.44,broken clouds,2021-06-21 16:50:28
11,Rikitea,PF,-23.1203,-134.9692,75.69,82,94,19.84,overcast clouds,2021-06-21 16:45:39
12,Dingle,PH,10.9995,122.6711,77.31,86,100,4.36,overcast clouds,2021-06-21 16:50:29
13,Ushtobe,KZ,45.2514,77.9838,61.77,60,99,18.7,moderate rain,2021-06-21 16:50:29
14,New Norfolk,AU,-42.7826,147.0587,40.66,89,7,2.8,clear sky,2021-06-21 16:50:30
15,Port-Gentil,GA,-0.7193,8.7815,80.56,78,75,9.22,broken clouds,2021-06-21 16:50:30
16,Codrington,AU,-38.2667,141.9667,42.71,83,94,7.7,overcast clouds,2021-06-21 16:50:30
17,Grand Gaube,MU,-20.0064,57.6608,70.2,69,99,4.0,light rain,2021-06-21 16:50:31
18,Kirakira,SB,-10.4544,161.9205,78.12,86,99,8.01,heavy intensity rain,2021-06-21 16:50:31
19,Busselton,AU,-33.65,115.3333,44.04,79,100,10.31,overcast clouds,2021-06-21 16:50:31
20,Mataura,NZ,-46.1927,168.8643,43.48,93,100,3.09,overcast clouds,2021-06-21 16:50:32
21,Port Alfred,ZA,-33.5906,26.891,71.87,38,9,10.89,clear sky,2021-06-21 16:50:32
22,Mayumba,GA,-3.432,10.6554,75.07,85,93,7.31,overcast clouds,2021-06-21 16:50:33
23,Vostok,RU,46.4856,135.8833,46.31,59,9,3.4,clear sky,2021-06-21 16:50:33
24,Atuona,PF,-9.8,-139.0333,79.54,75,25,16.98,scattered clouds,2021-06-21 16:50:33
25,Poya,NC,-21.35,165.15,63.77,82,9,2.73,clear sky,2021-06-21 16:50:34
26,Chara,RU,56.9064,118.2631,59.49,69,23,3.15,few clouds,2021-06-21 16:50:34
27,Pierre,US,44.3683,-100.351,67.12,45,20,14.0,few clouds,2021-06-21 16:50:35
28,Bubaque,GW,11.2833,-15.8333,80.01,76,100,7.9,overcast clouds,2021-06-21 16:50:35
29,Mogadishu,SO,2.0371,45.3438,77.38,81,46,15.48,scattered clouds,2021-06-21 16:46:36
30,Severo-Kurilsk,RU,50.6789,156.125,43.38,87,36,6.26,scattered clouds,2021-06-21 16:50:36
31,Clyde River,CA,70.4692,-68.5914,37.63,87,75,18.41,broken clouds,2021-06-21 16:50:36
32,Khatanga,RU,71.9667,102.5,61.99,58,79,12.39,broken clouds,2021-06-21 16:50:37
33,Madang,PG,-5.2246,145.7966,75.7,92,88,1.41,overcast clouds,2021-06-21 16:50:37
34,Punta Arenas,CL,-53.15,-70.9167,41.11,81,75,16.11,broken clouds,2021-06-21 16:50:37
35,Upernavik,GL,72.7868,-56.1549,36.45,75,52,5.84,broken clouds,2021-06-21 16:50:38
36,Ushuaia,AR,-54.8,-68.3,44.26,70,75,31.07,broken clouds,2021-06-21 16:50:38
37,Pacific Grove,US,36.6177,-121.9166,62.42,87,90,1.01,overcast clouds,2021-06-21 16:49:01
38,Klaksvik,FO,62.2266,-6.589,49.12,84,19,11.74,few clouds,2021-06-21 16:50:39
39,Karaton,ID,-6.3424,106.1045,76.96,88,100,4.21,overcast clouds,2021-06-21 16:50:39
40,Cidreira,BR,-30.1811,-50.2056,61.29,79,89,7.58,overcast clouds,2021-06-21 16:50:39
41,Brownwood,US,31.7093,-98.9912,87.57,54,78,7.45,broken clouds,2021-06-21 16:50:40
42,Hami,CN,42.8,93.45,81.72,19,66,10.47,broken clouds,2021-06-21 16:50:40
43,Puerto Ayora,EC,-0.7393,-90.3518,78.76,88,97,8.99,overcast clouds,2021-06-21 16:50:41
44,Keningau,MY,5.3378,116.1602,75.65,87,100,0.74,overcast clouds,2021-06-21 16:50:41
45,Pangnirtung,CA,66.1451,-65.7125,42.8,75,75,14.97,broken clouds,2021-06-21 16:50:41
46,Ponta Do Sol,PT,32.6667,-17.1,68.63,79,88,3.83,overcast clouds,2021-06-21 16:50:42
47,Samarai,PG,-10.6167,150.6667,78.84,85,65,13.71,broken clouds,2021-06-21 16:50:42
48,Faanui,PF,-16.4833,-151.75,79.18,74,21,3.98,few clouds,2021-06-21 16:48:38
49,Lorengau,PG,-2.0226,147.2712,81.28,79,28,8.52,scattered clouds,2021-06-21 16:50:43
50,Hobart,AU,-42.8794,147.3294,41.02,94,7,1.99,clear sky,2021-06-21 16:50:43
51,Serik,TR,36.9169,31.0989,77.25,72,0,3.98,clear sky,2021-06-21 16:50:43
52,Jamestown,US,42.097,-79.2353,82.09,61,1,20.71,clear sky,2021-06-21 16:47:28
53,Chuy,UY,-33.6971,-53.4616,55.71,65,100,4.63,overcast clouds,2021-06-21 16:50:44
54,San Patricio,US,28.017,-97.5169,90.01,60,30,18.99,scattered clouds,2021-06-21 16:50:44
55,Sambava,MG,-14.2667,50.1667,70.65,85,64,13.02,light rain,2021-06-21 16:50:45
56,Ayr,GB,55.4627,-4.6339,63.48,51,20,9.22,few clouds,2021-06-21 16:50:45
57,Barrow,US,71.2906,-156.7887,37.42,81,90,3.44,overcast clouds,2021-06-21 16:50:46
58,Geraldton,AU,-28.7667,114.6,46.81,93,75,4.61,broken clouds,2021-06-21 16:50:46
59,Tuatapere,NZ,-46.1333,167.6833,43.83,79,100,8.1,overcast clouds,2021-06-21 16:50:47
60,Itoman,JP,26.1247,127.6694,79.57,96,75,9.22,light rain,2021-06-21 16:50:47
61,Arraial Do Cabo,BR,-22.9661,-42.0278,75.16,68,75,18.41,broken clouds,2021-06-21 16:50:47
62,Palmer,US,42.1584,-72.3287,89.76,57,75,5.01,broken clouds,2021-06-21 16:50:48
63,Makurdi,NG,7.7411,8.5121,74.88,96,100,4.09,overcast clouds,2021-06-21 16:50:48
64,Tibiri,NE,13.5627,7.0485,91.74,52,20,11.5,few clouds,2021-06-21 16:50:48
65,Mahebourg,MU,-20.4081,57.7,70.09,68,75,14.97,broken clouds,2021-06-21 16:50:49
66,Carnarvon,AU,-24.8667,113.6333,51.87,64,5,5.75,clear sky,2021-06-21 16:50:49
67,Mogocha,RU,53.7333,119.7667,54.91,85,29,3.02,scattered clouds,2021-06-21 16:50:50
68,Georgetown,MY,5.4112,100.3354,79.9,85,20,5.01,few clouds,2021-06-21 16:50:28
69,Fairbanks,US,64.8378,-147.7164,64.36,76,75,1.01,broken clouds,2021-06-21 16:50:50
70,Qaanaaq,GL,77.484,-69.3632,36.64,81,99,4.21,overcast clouds,2021-06-21 16:50:50
71,Matsumoto,JP,36.2333,137.9667,63.84,91,63,3.15,broken clouds,2021-06-21 16:50:51
72,Tiznit,MA,29.5833,-9.5,69.69,60,0,12.01,clear sky,2021-06-21 16:50:51
73,Vardo,NO,70.3705,31.1107,48.4,87,75,25.32,light rain,2021-06-21 16:50:52
74,Saskylakh,RU,71.9167,114.0833,71.44,65,90,5.5,overcast clouds,2021-06-21 16:50:52
75,Binningen,CH,47.5402,7.5693,73.76,85,75,6.91,light rain,2021-06-21 16:50:52
76,Lebu,CL,-37.6167,-73.65,53.85,95,100,10.04,overcast clouds,2021-06-21 16:50:53
77,Zyryanka,RU,65.75,150.85,56.71,72,73,4.85,broken clouds,2021-06-21 16:50:53
78,Leningradskiy,RU,69.3833,178.4167,41.85,73,8,7.87,clear sky,2021-06-21 16:50:54
79,Key West,US,24.5557,-81.7826,90.0,76,75,10.36,broken clouds,2021-06-21 16:50:54
80,Sorland,NO,67.667,12.6934,53.67,92,100,3.15,overcast clouds,2021-06-21 16:50:54
81,Mahajanga,MG,-15.7167,46.3167,77.02,53,20,5.75,few clouds,2021-06-21 16:50:55
82,Rundu,NA,-17.9333,19.7667,61.21,31,3,5.32,clear sky,2021-06-21 16:50:55
83,Karratha,AU,-20.7377,116.8463,59.45,57,54,12.62,broken clouds,2021-06-21 16:50:56
84,Horasan,TR,40.0458,42.1728,66.94,28,0,4.61,clear sky,2021-06-21 16:50:56
85,Isangel,VU,-19.55,169.2667,72.1,80,87,6.89,overcast clouds,2021-06-21 16:50:56
86,Peace River,CA,56.2501,-117.286,70.11,56,75,11.5,broken clouds,2021-06-21 16:46:11
87,Champerico,GT,14.3,-91.9167,90.14,65,96,3.83,overcast clouds,2021-06-21 16:50:57
88,Tiksi,RU,71.6872,128.8694,52.57,59,62,4.34,broken clouds,2021-06-21 16:50:57
89,Hermanus,ZA,-34.4187,19.2345,65.84,54,0,10.71,clear sky,2021-06-21 16:50:58
90,Mossendjo,CG,-2.9506,12.7261,74.75,75,74,2.21,broken clouds,2021-06-21 16:50:58
91,Saint-Francois,FR,46.4154,3.9054,69.24,73,75,2.3,broken clouds,2021-06-21 16:50:59
92,Riyadh,SA,24.6877,46.7219,104.05,7,0,9.22,clear sky,2021-06-21 16:46:32
93,Albany,US,42.6001,-73.9662,90.37,63,100,1.01,overcast clouds,2021-06-21 16:50:59
94,Dudinka,RU,69.4058,86.1778,38.46,86,100,11.72,overcast clouds,2021-06-21 16:50:59
95,Bluff,NZ,-46.6,168.3333,43.81,60,82,12.91,broken clouds,2021-06-21 16:51:00
96,San Jose,US,37.3394,-121.895,73.26,65,20,8.05,few clouds,2021-06-21 16:50:44
97,Cape Town,ZA,-33.9258,18.4232,66.88,75,0,8.01,clear sky,2021-06-21 16:51:00
98,Fare,PF,-16.7,-151.0167,79.11,73,0,3.78,clear sky,2021-06-21 16:51:01
99,Nikolskoye,RU,59.7035,30.7861,89.49,60,49,2.19,scattered clouds,2021-06-21 16:51:01
100,Byron Bay,AU,-28.65,153.6167,59.88,83,91,11.18,overcast clouds,2021-06-21 16:51:01
101,Sao Filipe,CV,14.8961,-24.4956,72.0,79,65,9.86,broken clouds,2021-06-21 16:51:02
102,Cabo San Lucas,MX,22.8909,-109.9124,88.81,71,26,10.94,scattered clouds,2021-06-21 16:51:02
103,Nuuk,GL,64.1835,-51.7216,50.88,66,55,8.99,broken clouds,2021-06-21 16:51:03
104,Kruisfontein,ZA,-34.0033,24.7314,72.88,28,5,6.76,clear sky,2021-06-21 16:51:03
105,Arman,RU,59.7,150.1667,47.66,77,99,3.49,overcast clouds,2021-06-21 16:51:04
106,Gorontalo,ID,0.5412,123.0595,75.04,95,98,1.88,overcast clouds,2021-06-21 16:51:04
107,Saint-Philippe,RE,-21.3585,55.7679,69.35,77,99,13.56,light rain,2021-06-21 16:51:05
108,Liverpool,GB,53.4106,-2.9779,59.68,71,40,3.0,scattered clouds,2021-06-21 16:51:05
109,Baoshan,CN,46.5586,131.4244,54.23,80,37,3.44,scattered clouds,2021-06-21 16:51:05
110,Baruun-Urt,MN,46.6806,113.2792,57.18,67,0,5.77,clear sky,2021-06-21 16:51:06
111,Pevek,RU,69.7008,170.3133,42.3,71,9,2.68,clear sky,2021-06-21 16:51:06
112,Yulara,AU,-25.2406,130.9889,58.84,44,90,5.75,moderate rain,2021-06-21 16:51:07
113,Vologda,RU,59.2187,39.8886,77.94,67,8,5.19,clear sky,2021-06-21 16:51:07
114,Souillac,MU,-20.5167,57.5167,70.18,68,75,14.97,light rain,2021-06-21 16:51:08
115,Nelson Bay,AU,-32.7167,152.15,55.0,95,63,3.8,light rain,2021-06-21 16:51:08
116,Amberley,US,39.2048,-84.428,84.52,71,90,7.0,overcast clouds,2021-06-21 16:51:08
117,Nanortalik,GL,60.1432,-45.2371,42.3,90,100,8.61,overcast clouds,2021-06-21 16:51:09
118,Aklavik,CA,68.2191,-135.0107,45.32,81,40,19.57,scattered clouds,2021-06-21 16:51:09
119,Kannangad,IN,12.3081,75.1063,78.42,87,73,6.71,broken clouds,2021-06-21 16:51:10
120,Hervey Bay,AU,-25.2986,152.8535,60.04,87,1,3.0,clear sky,2021-06-21 16:51:10
121,Ancud,CL,-41.8697,-73.8203,50.43,74,69,6.87,broken clouds,2021-06-21 16:51:10
122,Inuvik,CA,68.3499,-133.7218,45.61,93,90,12.66,overcast clouds,2021-06-21 16:47:08
123,Bathsheba,BB,13.2167,-59.5167,88.41,51,20,23.02,few clouds,2021-06-21 16:51:11
124,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,93,90,23.02,drizzle rain,2021-06-21 16:51:11
125,Buchanan,LR,5.8808,-10.0467,80.56,79,82,7.34,light rain,2021-06-21 16:51:12
126,Khoy,IR,38.5504,44.9535,83.23,22,0,2.68,clear sky,2021-06-21 16:51:12
127,Newport,GB,51.5877,-2.9984,64.17,70,100,11.54,overcast clouds,2021-06-21 16:49:09
128,Bethel,US,41.3712,-73.414,88.02,74,90,9.22,overcast clouds,2021-06-21 16:51:13
129,Bredasdorp,ZA,-34.5322,20.0403,63.72,63,0,5.75,clear sky,2021-06-21 16:51:13
130,Zacualpan,MX,21.25,-105.1667,84.7,71,54,6.85,broken clouds,2021-06-21 16:51:13
131,Tessalit,ML,20.1986,1.0114,108.34,6,20,11.01,few clouds,2021-06-21 16:51:14
132,Lubao,PH,14.9167,120.55,80.15,83,100,5.21,overcast clouds,2021-06-21 16:51:14
133,Pisco,PE,-13.7,-76.2167,66.25,72,90,10.36,overcast clouds,2021-06-21 16:51:15
134,Bambous Virieux,MU,-20.3428,57.7575,70.05,68,75,14.97,broken clouds,2021-06-21 16:51:15
135,Atambua,ID,-9.1061,124.8925,70.56,83,74,2.89,broken clouds,2021-06-21 16:51:15
136,Correntina,BR,-13.3433,-44.6367,90.64,23,2,7.43,clear sky,2021-06-21 16:51:16
137,Henties Bay,NA,-22.116,14.2845,72.86,53,0,8.75,clear sky,2021-06-21 16:51:16
138,Praia,CV,14.9215,-23.5087,81.14,54,20,16.11,few clouds,2021-06-21 16:51:16
139,La Rioja,ES,42.25,-2.5,64.18,64,66,7.38,light rain,2021-06-21 16:51:17
140,Itaituba,BR,-4.2761,-55.9836,89.76,62,40,1.32,scattered clouds,2021-06-21 16:51:17
141,Bandiagara,ML,14.3501,-3.6104,99.54,25,81,7.43,broken clouds,2021-06-21 16:51:18
142,Tagusao,PH,9.1924,117.8141,81.16,78,99,10.87,light rain,2021-06-21 16:51:18
143,Padang,ID,-0.9492,100.3543,76.08,87,58,3.31,broken clouds,2021-06-21 16:51:18
144,Nova Olimpia,BR,-14.7972,-57.2881,95.04,28,49,5.21,scattered clouds,2021-06-21 16:51:19
145,Yuzhou,CN,34.1628,113.4639,82.67,52,2,6.15,clear sky,2021-06-21 16:51:19
146,Pio Ix,BR,-6.8375,-40.5792,81.93,52,84,8.3,broken clouds,2021-06-21 16:51:19
147,Kahului,US,20.8947,-156.47,77.85,83,20,0.0,few clouds,2021-06-21 16:48:15
148,Lianzhou,CN,24.7811,112.3825,77.61,97,99,1.86,overcast clouds,2021-06-21 16:51:20
149,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.12,68,23,12.17,few clouds,2021-06-21 16:51:20
150,Bontang,ID,0.1333,117.5,76.39,84,100,3.83,overcast clouds,2021-06-21 16:51:21
151,Alugan,PH,12.2188,125.4808,78.35,87,100,4.81,overcast clouds,2021-06-21 16:51:21
152,Hithadhoo,MV,-0.6,73.0833,84.34,71,98,11.77,overcast clouds,2021-06-21 16:51:21
153,Butaritari,KI,3.0707,172.7902,81.37,69,100,7.76,overcast clouds,2021-06-21 16:51:22
154,Atar,MR,20.5169,-13.0499,106.2,10,1,8.46,clear sky,2021-06-21 16:51:22
155,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,58,57,10.45,broken clouds,2021-06-21 16:51:23
156,Lubango,AO,-14.9172,13.4925,60.33,35,6,3.96,clear sky,2021-06-21 16:51:23
157,Bushenyi,UG,-0.5853,30.2114,66.27,71,99,4.99,light rain,2021-06-21 16:51:23
158,Tuktoyaktuk,CA,69.4541,-133.0374,46.4,93,40,14.97,scattered clouds,2021-06-21 16:51:24
159,Teya,RU,60.3778,92.6267,50.14,97,100,6.89,moderate rain,2021-06-21 16:51:24
160,Ostra,IT,43.6139,13.1582,91.49,42,8,1.99,clear sky,2021-06-21 16:51:25
161,Tadine,NC,-21.55,167.8833,68.72,73,64,7.85,broken clouds,2021-06-21 16:51:25
162,Helong,CN,42.5397,128.9972,50.61,98,97,1.79,overcast clouds,2021-06-21 16:51:26
163,Havelock,US,34.8791,-76.9013,89.04,78,20,11.01,few clouds,2021-06-21 16:51:26
164,Minab,IR,27.1467,57.0801,98.1,38,0,6.11,clear sky,2021-06-21 16:51:26
165,Shingu,JP,33.7333,135.9833,69.91,93,48,4.5,scattered clouds,2021-06-21 16:51:27
166,Abha,SA,18.2164,42.5053,76.82,50,40,6.91,scattered clouds,2021-06-21 16:51:27
167,Palaikastron,GR,35.2,26.25,76.46,65,0,4.63,clear sky,2021-06-21 16:51:28
168,Te Anau,NZ,-45.4167,167.7167,38.28,93,60,1.5,broken clouds,2021-06-21 16:51:28
169,Dilla,ET,6.41,38.31,62.04,94,91,6.49,moderate rain,2021-06-21 16:51:28
170,Viedma,AR,-40.8135,-62.9967,57.69,43,28,21.0,scattered clouds,2021-06-21 16:50:26
171,Feijo,BR,-8.1642,-70.3536,90.45,44,22,1.45,few clouds,2021-06-21 16:51:29
172,Port Elizabeth,ZA,-33.918,25.5701,77.29,22,0,9.22,clear sky,2021-06-21 16:51:29
173,Esperance,AU,-33.8667,121.9,48.04,69,100,22.35,light rain,2021-06-21 16:51:30
174,Snezhnogorsk,RU,69.1933,33.2531,51.58,94,100,17.27,overcast clouds,2021-06-21 16:51:30
175,Castro,BR,-24.7911,-50.0119,55.11,88,100,2.24,light rain,2021-06-21 16:51:31
176,Grindavik,IS,63.8424,-22.4338,49.95,100,90,24.16,moderate rain,2021-06-21 16:51:31
177,Avarua,CK,-21.2078,-159.775,66.25,82,75,0.0,broken clouds,2021-06-21 16:51:31
178,Vila Do Maio,CV,15.1333,-23.2167,81.39,78,78,15.48,broken clouds,2021-06-21 16:51:32
179,Aswan,EG,24.0934,32.907,99.66,11,0,6.67,clear sky,2021-06-21 16:51:32
180,Itarantim,BR,-15.6597,-40.0656,88.25,33,0,5.39,clear sky,2021-06-21 16:51:32
181,Vao,NC,-22.6667,167.4833,69.8,74,43,10.38,scattered clouds,2021-06-21 16:51:33
182,Panji,ID,-7.7253,114.0995,74.53,88,92,5.03,moderate rain,2021-06-21 16:51:33
183,Hay River,CA,60.8156,-115.7999,71.58,30,40,9.22,scattered clouds,2021-06-21 16:51:34
184,Cockburn Town,TC,21.4612,-71.1419,81.23,82,94,19.01,overcast clouds,2021-06-21 16:51:34
185,Maragogi,BR,-9.0122,-35.2225,80.8,69,21,12.12,few clouds,2021-06-21 16:51:34
186,Ribeira Grande,PT,38.5167,-28.7,70.2,68,75,4.61,broken clouds,2021-06-21 16:51:35
187,San Cristobal,VE,7.7669,-72.225,80.78,60,67,7.27,broken clouds,2021-06-21 16:47:00
188,Hasaki,JP,35.7333,140.8333,66.49,84,57,4.36,broken clouds,2021-06-21 16:51:35
189,Hambantota,LK,6.1241,81.1185,80.47,81,68,17.22,broken clouds,2021-06-21 16:51:36
190,Westport,US,41.1415,-73.3579,87.03,89,90,1.01,haze,2021-06-21 16:51:36
191,Nurota,UZ,40.5614,65.6886,80.69,20,0,6.91,clear sky,2021-06-21 16:51:37
192,Tasiilaq,GL,65.6145,-37.6368,40.1,79,50,2.89,scattered clouds,2021-06-21 16:51:37
193,Sakakah,SA,29.9697,40.2064,98.17,11,0,13.89,clear sky,2021-06-21 16:51:37
194,West Bay,KY,19.3667,-81.4167,89.06,74,40,13.8,scattered clouds,2021-06-21 16:51:38
195,Alexandria,EG,31.2156,29.9553,81.14,69,0,9.22,clear sky,2021-06-21 16:48:42
196,Oktyabrskiy,RU,54.4815,53.471,69.87,82,39,4.07,scattered clouds,2021-06-21 16:51:38
197,Tifton,US,31.4505,-83.5085,89.29,63,40,9.22,scattered clouds,2021-06-21 16:51:39
198,Dinguiraye,GN,11.3,-10.7167,90.54,37,91,7.72,overcast clouds,2021-06-21 16:51:39
199,Port-Cartier,CA,50.0334,-66.8654,66.42,75,97,8.48,overcast clouds,2021-06-21 16:51:40
200,Chokurdakh,RU,70.6333,147.9167,60.62,49,3,9.22,clear sky,2021-06-21 16:51:40
201,Chaykovskiy,RU,56.7686,54.1148,64.99,97,38,0.72,scattered clouds,2021-06-21 16:51:40
202,Slavuta,UA,50.3016,26.8651,73.44,85,97,5.21,overcast clouds,2021-06-21 16:51:41
203,Manado,ID,1.487,124.8455,74.17,94,40,0.0,scattered clouds,2021-06-21 16:51:41
204,Talnakh,RU,69.4865,88.3972,38.39,92,100,12.01,overcast clouds,2021-06-21 16:51:42
205,Alofi,NU,-19.0595,-169.9187,60.69,100,100,1.14,overcast clouds,2021-06-21 16:51:42
206,Kawambwa,ZM,-9.7915,29.0791,62.29,48,9,3.27,clear sky,2021-06-21 16:51:42
207,Uusikaupunki,FI,60.8004,21.4084,77.52,84,100,9.98,overcast clouds,2021-06-21 16:51:43
208,Saint-Jean-De-Maurienne,FR,45.1667,6.5833,59.14,45,54,6.53,broken clouds,2021-06-21 16:51:43
209,Barra Patuca,HN,15.8,-84.2833,84.54,76,47,11.34,scattered clouds,2021-06-21 16:51:43
210,Sechura,PE,-5.5569,-80.8222,74.32,64,93,9.64,overcast clouds,2021-06-21 16:51:44
211,Idaho Falls,US,43.4666,-112.0341,72.0,50,1,6.91,clear sky,2021-06-21 16:47:47
212,Narsaq,GL,60.9167,-46.05,49.41,70,25,10.51,scattered clouds,2021-06-21 16:51:44
213,Linxia,CN,35.6003,103.2064,60.35,51,19,4.54,few clouds,2021-06-21 16:51:45
214,Bilma,NE,18.6853,12.9164,103.21,6,4,10.58,clear sky,2021-06-21 16:51:45
215,Sistranda,NO,63.7256,8.834,57.16,90,85,12.19,overcast clouds,2021-06-21 16:51:46
216,Malinovskiy,RU,61.1953,62.8397,51.08,54,99,3.42,overcast clouds,2021-06-21 16:51:46
217,Fort Nelson,CA,58.8053,-122.7002,74.79,38,75,9.22,broken clouds,2021-06-21 16:51:46
218,Gamba,GA,-2.65,10.0,75.4,84,100,8.05,overcast clouds,2021-06-21 16:51:47
219,Longyearbyen,SJ,78.2186,15.6401,40.84,70,75,17.27,light intensity drizzle,2021-06-21 16:51:47
220,Ales,FR,44.1333,4.0833,83.1,50,13,13.71,few clouds,2021-06-21 16:51:48
221,Touros,BR,-5.1989,-35.4608,79.7,64,20,13.47,few clouds,2021-06-21 16:48:22
222,Popondetta,PG,-8.7537,148.2534,70.65,96,64,3.29,broken clouds,2021-06-21 16:51:48
223,Kununurra,AU,-15.7667,128.7333,55.38,82,17,0.0,few clouds,2021-06-21 16:51:48
224,Viking,CA,53.1001,-111.7684,67.48,55,96,9.53,overcast clouds,2021-06-21 16:51:49
225,Dikson,RU,73.5069,80.5464,32.85,87,9,9.28,clear sky,2021-06-21 16:51:49
226,Vershino-Darasunskiy,RU,52.35,115.5167,52.79,83,78,2.53,broken clouds,2021-06-21 16:51:50
227,Praya,CV,14.9215,-23.5087,81.14,54,20,16.11,few clouds,2021-06-21 16:51:50
228,Otane,NZ,-39.8833,176.6333,51.01,91,100,14.12,overcast clouds,2021-06-21 16:51:51
229,Susanville,US,40.4163,-120.653,85.08,17,5,1.99,clear sky,2021-06-21 16:51:51
230,Slonim,BY,53.0867,25.3219,78.26,69,45,8.7,scattered clouds,2021-06-21 16:51:51
231,Moose Factory,CA,51.2585,-80.6094,39.2,93,90,13.8,light rain,2021-06-21 16:51:52
